ADM1100,INTRODUCTION TO BUSINESS MGMT.
ADM4346,ACCNT INFO SYS AUDITING
ADM2703,LES STATISTIQUES EN GESTION
ADM2736,COMPORTEMENT ORGANISATIONNEL
ADM3743,COMPTABILITE INTERNATIONALE
ADM4351,OPTIONS AND FUTURES
ADM4378,BUS TELECOM & DATA NETWORKS
ADM3750,FINANCE D'ENTREPRISE
ADM2750,GESTION FINANCIERE
ADM3779,ANALYSE & CONCEPT - SYS D'INFO
ADM4312,MANAGEMENT IN THE NEW ECONOMY
ADM4396,SEMINAR IN ADMINISTRATION
ADM4322,MARKETING STRATEGY
ADM4718,POL. DES FIRMES MULTINATIONALE
ADM4726,MARKETING & TECHNOLOGIES NUM.
ADM4328,INTERNATIONAL MARKETING
ADM4339,STRATEGIC HR PLANNING
ADM4737,CHANGEMENT ET DÉV. DES ORGANIS
ADM3301,OPERATIONS MANAGEMENT
ADM1701,Le contexte social du monde de
ADM4344,TAXATION 2
ADM4348,SPEC TOPICS IN FINANCIAL ACCNT
ADM4354,INTERNATIONAL FINANCIAL MGNT
ADM4741,VÉRIFICATION AVANCÉE
ADM2302,BUSINESS ANALYTICS
ADM4379,BUSINESS PROCESS REDESIGN
ADM4712,GÉRER DANS LA NOUVELLE ÉCONO
ADM4746,VERIF DES SYS INFO COMPTABLE
ADM4716,LA GESTION DE L'INNOVATION
ADM4751,OPTIONS ET CONTRATS À TERME
ADM4725,PROJET DE PLAIFICATION PROMO.
ADM2320,MARKETING
ADM3321,CONSUMER BEHAVIOUR
ADM3333,STAFFING ORGANIZATIONS
ADM4736,SANTÉ ET SÉCURITÉ AU TRAVAIL
ADM2342,INTERMEDIATE ACCOUNTING I
ADM3343,INTERNATIONAL ACCOUNTING
ADM3349,AUDITING THEORY
ADM4740,ÉTUDES DE CAS EN COMPTABILITÉ
ADM3352,PORTFOLIO MANAGEMENT
ADM4744,FISCALITE II
ADM3396,SEMINAR IN ADMINISTRATION
ADM4749,COMPTABILITE SPECIALISÉE
ADM3719,GESTION COMPARÉE
ADM3722,MARKETING DES SERVICES
ADM2381,BUSINESS COMMUNICATION SKILLS
ADM4779,LA RECONFIG. PROC. D'AFFAIRES
ADM3726,GEST/PUBLICITÉ & PROMO VENTES
ADM2713,LA SOCIÉTÉ ENTREPRENEURIALE
ADM6275,BUS. INT. TECH & BIG DATA ANAL
ADM3745,FISCALITE I
ADM3751,PLACEMENT/TITRES À REVENU FIXE
ADM6261,PROJECT MANAGEMENT II
ADM6279,SOCIO-TECHNICAL CHANGE
ADM3993,PRE COM CAS/PREP CASES
ADM6277,E-BUSINESS ENERGY MANAGEMENT
ADX5300,DATA ANALYSIS
ADM4307,BUSINESS AND TECH FORECASTING
ADX5340,FINANCIAL ACCOUNTING
ADM2741,COMPTABILITE DE GESTION
ADM2772,SIG
ADM4315,STRATEGIC ENTREPRENEURSHIP
ADX6250,INTERNATIONAL CORPORATE
ADM3308,BUSINESS DATA MINING
ADM3319,CROSS-CULTURAL MNGT
ADX6269,MANAGEMENT CONSULTING
ADM4318,MULTINATIONAL BUSINESS POLICY
AHL1500,INIT ÉTUDES INTERDISC EN ARTS
ADM3323,MARKET RESEARCH
ADM4336,OCCUPATIONAL HEALTH & SAFETY
ALG2901,COURS INT ALLEMAND/INT GERM I
ADM4340,CASES STUDIES IN ACCOUNTING
ALG3901,ALL. AVANCE I/ADV.GERMAN I
AMT3902,GEST/ADMIN - ART & CUL ORG II
ADX5355,ECO. FOR THE GLOBAL MANAGER
ADM4345,MANAGEMENT CONTROL SYSTEMS
ADM3340,INTERMEDIATE ACCOUNTING II
AMT3903,TH CHOISIS SELECTED TOPICS
ADX6266,PRINCIPLES OF NEGOTIATION FOR
ADM4350,EQUITY VALUATION
ADM3350,CORPORATE FINANCE
ADM3378,ELECTRONIC BUSINESS
ANP1505,ANATOMIE HUM. & PHYSIOLOGIE I
ADM4355,"FINANCE, ETHICS & SOCIAL RESP."
ADX6298,SEMINAR IN MANAGEMENT IV
ADM4738,FORM & DEV INTER POUR LA DURAB
ANT1501,ANTHROPOLOGIE SOCI. & CULTUR.
ADM4742,SEMINAIRE EN THEORIE COMPTABLE
ALG1901,COURS ÉLÉ ALLEMAND/ELEM GERM I
ALG3902,CRS AV ALLEMAND/ADV GERMAN II
ANT2121,CLASSICAL THEORIES IN ANTHROPO
ADM4748,SUJETS EN COMPTFINANCIÈRE
ADM3701,GESTION DES OPERATIONS
ADM4754,GESTION FINANCIERE INTERNAT.
ANT2508,L'ENQUÊTE DE TERRAIN SOC&ANT;
ADM3737,ADMINIST.DE LA REMUNERATION
ANT2528,ANTHROPO. POUR LE 21E SIÈCLE
ADM6274,INTL. E-BUSINESS STRATEGIES
ADM3746,PRIX DE REVIENT
ADM3752,GESTION DE PORTEFEUILLE
ANT3142,ETHNO: COMPARATIVE PERSPECTIVE
ADM6395,SEMINAR IN ADMINISTRATION III
AMT3901,GEST/ADMIN - ART & CUL ORG I
ANT3344,ANTHROPOLOGY OF SOUTH ASIA
ADX5320,STRATEGIC MARKETING MANAGEMENT
ANT3533,ANTHROPOLOGIE DE LA SANTÉ
ANP1106,HUMAN ANATOMY & PHYSIOLOGY II
ANT1101,SOCIAL& CULTURAL ANTHRO
ADX5360,STRATEGY FORMULATION AND
ANT3743,ANTHROPOLOGIE ASIE DE L'EST
ANT2113,"TECHNIQUES,CULTURES, ENVIRONME"
ADX6295,SEMINAR IN MANAGEMENT I
ANT2130,ANTHROPO. OF POPULAR CULTURE
ANT4533,ETHNO DES NOUVEAUX MÉDIAS
ALG1100,ROAD MAP GERM-SPEAK COUNTRIES
ADM4103,PROJECT MANAGEMENT
ADM4303,QUALITY MANAGEMENT
ANT5541,MÉTHODOLOGIE DE LA RECHERCHE E
ALG2501,CULT ALLEMANDE CONTEMPORAINE
ADM4316,MANAGEMENT OF INNOVATION
ANT6503,QUEST NOTION «CULT» EN ANTHROP
ANT7999,THÈSE MAÎTRISE/MASTER'S THESIS
ALG2902,Cours intermédiaire d'allemand
ADM4326,DIGITAL MARKETING TECHNOLOGIES
ADM4337,MANAGING CHANGE
APA1522,SANTÉ: PERSPECTIVE MONDIALE
AMT3301,SELECTED TOPICS IN ART ADMIN.
ANT2529,ANTHROPOLOGIE DE LA VILLE
ANT3143,VISUAL ANTHROPOLOGY
APA2114,Biomechanical Analysis of Huma
ANP1107,HUMAN ANATOMY & PHYSIOLOGY III
ADM4341,ADVANCED AUDITING
ADM4349,ADVANCED ACCOUNTING
APA2134,"ADM. LSR, SPORT & PHYS. ACT."
ANP1506,ANATOMIE HUM. & PHYSIOLOGIE II
ANT3345,ANT. OF MAGHREB AND MID. EAST
ADM4352,ADVANCED CORPORATE FINANCE
ADM4377,ELECTRONIC COMMERCE
ANT2103,SOCIO ANTHRO OF THE FAMILY
ANT3742,ANTHROPOLOGIE DE L'AFRIQUE
APA2315,Introduction to the Biomechani
ADM4711,MANAGEMENT STRATÉGIQUE
ANT2128,ANT. FOR THE 21ST CENTURY
ANT4135,FOOD AND FOOD SYSTEMS
APA2520,Apprentissage et contrôle mote
ADM4715,ENTREPRENEURIAT STRATÉGIQUE
ANT2521,THÉORIES CLASSIQUES EN ANTHRO
ADM4722,STRATEGIE DU MARKETING
APA2540,Introduction à la psychologie
ANT3133,MEDICAL ANTHROPOLOGY
ADM4728,MARKETING INTERNATIONAL
ADM4739,PLANIFICATION STRATÉGIQUE RH
APA3111,INTERVENTION OBSERVATION EXP.
ANT3340,ANTHRO LATIN AMER. & CARIBBEAN
ANT5500,COMP. TRAD. FR. & ANGLO-AMÉR.
ANT6502,ANTHRO SOC & CULT: ENJEUX FOND
APA3116,PRINCIPLES OF COACHING
ANT3531,ANTHROPOLOGIE ÉCONOMIQUE
APA1122,HEALTH:A GLOBAL PERSPERTIVE
ANT3540,CULTURES ET SOCIÉTÉS
APA3121,Human Motor Skill Development
ANT4123,THEOR CURRENTS CONTEMP ANTHRO
APA1313,MUSCULOSKELETAL ANATOMY
APA2120,Motor Control and Learning
APA3324,TECH. AND STRATEGIES IN SPORT
ANT5100,COMPARATIVE THEORETICAL APPROA
ADM4745,SYS DE CONTRÔLE DE GESTION
ANT6101,POL. ANTHRO. & SOCIO-CULT.
APA3516,PRINCIPES D'ENTRAÎNEMENT
ADM4750,ÉVALUATION D'ENTREPRISES
APA3524,ALIMENTATION & ACT. PHYSIQUE
ANT6550,PROBL. RECHERCHE EN ANTHROPOL.
APA3543,ACT PHYSIQUE ET SANTÉ COMMUN.
ADM6260,PROJECT MANAGEMENT I
APA2140,Introduction to Sport and Exer
APA1161,INTRO BIOPHYS HUMAN MOVEMENT
APA3724,TECH. ET STRATÉGIES DANS SPORT
ADM6420,ELECTRONIC MARKETING
ADX5211,CORPORATE GOVERNANCE AND
APA1702,SOCIO. SPORT & ACT.PHYS.AU CND
APA4117,"QUAL.OF LIFE: THEORY,RES.APPL."
ADX5350,CORPORATE FINANCE II
ADX6262,HIGH-TECH ENTREPRENEURSHIP
APA1713,ANATOMIE DU SYSTÈME LOCOMOTEUR
APA4150,PSYCHOMOTOR REHABILITATION
APA2302,HIST.SPORT AND PHY.ACT. CANADA
APA2514,Analyse biomécanique du mouvem
APA2301,Exercise Physiology 1
APA4320,ADVANCED COACHING: GLOBAL PREP
APA2580,MÉTH/RECHER. EN SC. ACT. PHYS.
APA4515,SPORT ET IDENTITÉS
APA2712,Physiologie de l'activité phys
APA2314,Laboratory Techniques in Exerc
APA5104,Sport and Physical Activity in
APA3114,Exercise Physiology II
APA3124,DIET AND PHYSICAL ACTIVITY
APA2534,"ADM SERV LSR, SPORT & ACT PHYS"
APA5303,MARKETING AND SPONSORSHIP OF
APA3325,FITNESS TRAINING PRINCIPLES
APA5309,"Performance Enhancement, Quali"
APA2701,Physiologie de l'exercice I
APA3518,"Loisir, sport et développement"
APA3519,MÉTHODES D'ENTRAÎN. COACHING
APA5317,SEMINAR: PROFESSIONAL
AHL1100,INTRO TO INTERDISC IN ARTS
APA2714,Techniques de laboratoire en p
APA3521,Développement des habiletés mo
APA6101,QUANTITATIVE DATA ANALYSIS IN
APA6902,INTÉGRATION DE LA THÉORIE ET
APA3701,Questions d'éthique en activit
APA3781,MESURE ANALYSE DONNÉES QUANT.
APA6909,THÈMES CHOISIS/SELECTED TOPICS
APA3120,Psychomotor Behaviour Laborato
ALG1902,CRS ÉLÉ ALLEMAND/ELEM GERM II
ALG3330,CINEMA GER. SPEAKING COUNTRIES
APA7301,CRIT. SOCIO-CULT. PERSP.
APA3125,PREVENTION CARE ATHLETIC INJ.
ALG3980,LIT.ALL.1900/GER.LIT. 1900
ANP1105,HUMAN ANATOMY & PHYSIOLOGY I
APA7702,THÉORIES PSYCHOL. CONTEMP.
APA3381,MEAS. & DATA ANALYSIS IN H.K.
APA4116,APPLIED SPORT & PERF. PSY.
API5105,CONCEPTS & ISS. INTNL. AFFAIRS
ANP1507,ANAT. HUM. &  PHYSIOLOGIE III
APA3514,Physiologie de l'exercice II
APA4145,SPORT & RECREATION MARKETING
API5136,RESEARCH METH. FOR PUB. POLICY
API5500,ÉCON. GEST. & POLIT. PUBL.
APA3520,Laboratoire de psychomotricité
APA4313,EXERCISE DISEASE PREVENTION
APA4323,SELECTED TOPICS: HUMAN KINETIC
API5535,ÉTHIQUE & PHILOSOPHIE MORALE
APA3542,Sociologie de la santé au Cana
ANT2108,FIELDWORK
ANT2513,"TECHNIQUES, CULTURES & MILIEUX"
API6351,INTERN. ECON. & DEVEL. COUNTR.
APA3550,CONTRÔLE NEURAL DU MOUV'T HUM.
ANT3131,ECONOMIC ANTHROPOLOGY
API6732,COMMERCE INTERNATIONAL
APA3725,PRINCIPES D'AMÉLIO. COND. PHYS
API6799,SÉMINAIRE D'INTÉGRATION
ANT3326,INDIG.PEO.HUM.RIGH.INT.PERS.
ANT3528,ANTHROPOLOGIE POLITIQUE
APA4114,"GENDER, SPORT AND LEISURE"
ARB2101,ARABIC CULTURE 1
APA4123,PHYSICAL ACTIVITY COUNSELLING
ANT3542,ETHNO: PERSPECTIVES COMPARÉES
ANT4523,COURANTS THEO ANTHROPO CONTEMP
ARB3102,SPEC TOPICS ARAB CAN STUDIES
APA4315,External Influences and Physic
ANT5141,RESEARCH METHODOLOGY IN ANTHRO
ANT6102,SOC & CULT ANTHRO: FUND ISSUES
ARB3912,COURS AV ARABE / ADV ARABIC II
APA4560,Évaluation de la condition phy
APA4523,COUNSELLING MATIERE D'ACT.PHY.
APA5106,MENTAL SKILLS TRAINING FOR
ART1331,PHOTOGRAPH AND VISUAL CULTURE
APA5107,COUNSELLING SKILLS AND
ART1731,PHOTO ET CULT. VISUELLE
APA5308,ORGANIZATIONAL BEHAVIOUR IN
APA5306,Ethics and Values in Sport and
APA5314,SEMINAR: CONSULTATION AND
ART2760,HISTOIRES DE L'ART I
APA5315,SEMINAR: CONSULTATION AND
APA5915,STAGE EN ADMINISTRATION DU
APA6303,QUANTITATIVE RESEARCH METHODS
ART2915,PEINT& CONT. I/PAINT.& CONT. I
APA5318,FINANCIAL MANAGEMENT OF SPORT
APA6904,"Thèmes choisis en sport, activ"
APA6908,EXAMEN / EXAMINATION BIOPHYS.
ART2928,SCULP. CORPS / SCULP. AND BODY
APA6302,QUALITATIVE RESEARCH METHODS
ART2940,ART VIDÉO / VIDEO ART
APA6923,SÉMINAIRE / SEMINAR
APA7701,PERSPECT. CRITIQUES SOCIOCUL.
APA6903,"Thèmes choisis en sport, activ"
ART3116,ART AND NEW TECHNOLOGIES
ANT7990,PROJ. RECH. / RES. PROPOSAL
APA6907,EXAMEN / EXAMINATION PSYCHOSOC
APA6924,SÉMINAIRE / SEMINAR
ART3181,ART. STRAT. OF POSTMODERN ERA
APA1302,SOC. OF SPORT & PHYSI. ACT.CND
API5100,ECON. FOR PUB. MANAG. & POLICY
APA7304,ADVANCED EXERCISE
APA7704,PRINC. AVANCÉS PHYSIOL.
APA1561,INTRO ASPECTS BIOPHYS MOUV HUM
API5126,MICROECON. FOR PUBLIC POLICY
APA7705,PRINC. AVANCÉS BIOMÉCANIQUE
API5505,CONCEPTS & ENJEUX AFF. INTERN.
APA2111,INTERVENTION THEORIES
ART3580,L'ART APRÈS LE MODERNISME
ART3916,PEINT./PAINT. & SOURCE I
API6315,SOCIAL POLICY
APA2121,NUTRITION AND HEALTH
API6337,PEACE OP. & POST-CONFLICT
APA2180,RESEARCH METHODS IN HUM. KIN.
ART3927,SCULPTURE CONTEXT. II
API6719,THÈMES CHOISIS EN POLIT. PUBL.
API6735,POLITIQUE ÉTRANGÈRE CANADIENNE
APA2312,Physiology of Physical Activit
ART3953,DESSIN IV / DRAWING IV
ARB1912,COURS ÉLÉ ARABE/ELEM ARABIC II
ARB2912,COURS INT ARABE/INT ARABIC II
APA2511,THÉORIES DE L'INTERVENTION
ART4515,Thèmes choisis en histoire et
API5125,MACROECONOMIC POLICY
ART1321,THE AUTONOMOUS OBJECT
APA2521,NUTRITION ET SANTÉ
ART4955,SÉMINAI.DE RECH./RESEAR.SEMIN.
API5135,ETHICS AND MORAL REASONING
ART1721,L'OBJET AUTONOME
ART1741,L'ART TEMPOREL
ART5961,ATELIER I / STUDIO I
API5516,GOUVERN. DÉMOCR. & POLIT. PUBL
ART2761,HISTOIRES DE L'ART II
ART2916,PEINT.& CONT.II/PAINT.&CONT.II;
ART6964,PRAT. AVANCÉE I / ADVANCED I
API5536,MÉTH. DE RECH. EN POLIT.PUBL.
APA2702,HIST. SPORT ET ACT.PHYS.CANADA
APA2715,Introduction à la biomécanique
BCH2333,INTRODUCTION TO BIOCHEMISTRY
API6339,SPECIAL TOPICS IN INTERN. AFF.
API6739,THÈMES CHOISIS EN AFF. INTERN.
ARB2102,ARABIC CULTURE II
APA3118,"Recreation, Sport and Communit"
APA3122,PHYSICAL ACTIVITY AND HEALTH
ARB3901,INTRO LIT ARABE / ARABIC LIT
BCH3525,STRUC. ET FONC. DES PROTÉINES
BCH4101,HUMAN GENOME STRUCTURE & FUNC
BCH4172,Topics in Biotechnology
BCH4588,ACIDES NUCLÉIQUES
BCH5366,MSc SEMINAR
BCH8106,ADV TOP NUTRI REGULATION META
BCH8116,MODEL ORGANISMS & SYSTEMS BIO.
BIL5106,ADULT SEC/FOREIGN LANG SKILLS
BIL5507,PLANIF & POLITIQUE LING CANADA
BIM4900,SÉMINAIRE BIM/BIM SEMINAR
BIO1540,INTRO. A BIOLOGIE CELLULAIRE
BIO2135,ANIMAL FORM AND FUNCTION
ART1311,THE PAINTING FIELD
BIO2533,GÉNÉTIQUE
BIO3102,Molecular Evolution
ART1711,L'ESPACE PEINT
ART2360,HISTORIES OF ART I
ART2932,PHOTO. NUM I / DIG. PHOTO I
BIO3124,GENERAL MICROBIOLOGY
APA3150,NEURAL CONTROL OF HUM. MOV'T
ART2913,PEINT. / PAINT. & IMAGE I
APA3301,"Ethics in Sport, Physical Acti"
BIO3147,DEVELOPMENTAL BIOLOGY
ART2925,SCULPTURE & IMAGE
ART2942,ART ÉLEC. / ELEC. ART
APA3513,GEST. DES ÉVÉN. SPORT. ET FEST
BIO3154,POP. AND COMM. ECOLOGY
ART2935,MISE EN SCÈNE : PHOTO
BIO3303,ANIMAL PHYSIOLOGY I
BIO3502,ÉVOLUTION MOLÉCULAIRE
ART3171,"ART, UTOPIA & THE AVANT-GARDE"
ART2952,DESSIN II / DRAWING II
BIO3517,ÉCOLOGIE DES ÉCOSYSTÈMES
BIO3537,EXPÉRIENCES PHYS. ANIMALE
ART3180,ART AFTER MODERNISM
APA3525,PRÉVENTION SOINS BLES. SPORT.
ART3571,"ART, UTOPIES ET AVANT-GARDES"
APA3711,BIOMÉCANIQUE STRUCTURALE
ART3917,PEINT./PAINT. & SOURCE II
APA4111,INTERNSHIP/CLINICAL EXPERIENCE
ART3934,TECHNIQUES & CRIT. PHOTO
APA4118,BIOMECHANICAL BASIS OF INJURY
ART4119,CURATING FOR CONTEMP. ART
APA4160,Fitness Testing and Exercise P
BIO3553,BIOLOGIE CELLULAIRE
APA4511,INTERNAT / EXPÉRIENCE CLINIQUE
ART4919,PEINT. PRAT. /  PAINT. PRACT.
APA4516,PSYCHO APPL. SPORT ET PERFORM.
ART3364,HISTORIES & THEORIES OF PHOTO.
BIO3576,COMPORTEMENT ANIMAL
ART4989,ATELIER À EXPO/STUDIO TO EXHIB
APA5105,Organizational Theory in Sport
ART3754,ART INUIT ET AMÉRINDIEN
BIO3901,STAGE COOP/CO-OP WORK TERM II
ART3933,PHOTO & CONTEXT.
APA5305,Policy Analysis of Sport and P
BIO4109,ADVANCED TOPICS IN ANIMAL DEV.
ART6973,OEUVRE CONTEXTE / ART CONTEXT
ART4118,SPEC. TOPICS IN CONTEMP. ART
BCH3120,GENERAL INTERMEDIARY METABOL.
BIO4122,EXP ANIMAL BEHAVIOUR
ART4929,SCULPTURE MEDIA
APA5311,Analysis and Enhancement of In
BCH3346,BIOCHEMISTRY LABORATORY II
BIO4156,FRESHWATER ECOLOGY
ART4987,PRAT. PROF./ PROF. PRACTICE
APA5316,SEMINAR: CURRENT RESEARCH IN
BCH3570,BIOLOGIE MOLÉCULAIRE
BIO4175,MEMBRANE PHYSIOLOGY
ART5962,ATELIER II / STUDIO II
APA6100,QUALITATIVE DATA ANALYSIS IN
ART6972,MÉDIATION / MEDIATION
BIO4537,GÉN. ÉVOL. HUMAINE
APA6901,"Thème choisis en sport, activi"
BIO4552,MÉTABO. ÉNERGÉTI. DES ANIMAUX
BCH2733,Introduction à la biochimie
APA6905,Thèmes choisis%%Selected Topic
BCH3170,MOLECULAR BIOLOGY
BIO4902,STAGE COOP/CO-OP WORK TERM V
BCH4123,Pathological Chemistry
BIO8102,SPECIAL TOPICS IN BIOLOGY
BCH3520,MÉTABOLISME INTERMÉDIAIRE GÉN.
APA6910,RECH GEST SPORT/SPORT MGNT RES
BCH4501,STRUCTURE/FONCTION GÉNOME
BMG5300,BIOLOGICAL & ENG. MATERIALS
BCH3756,LAB. DE BIOLOGIE MOLÉCULAIRE
APA7302,CONT. PSYCHOLOGICAL THEORIES
BCH4700,SUJETS CHOISIS EN BIOCHIMIE
BNF5106,BIOINFORMATICS
BCH4125,CELLULAR REGULATION & CONTROL
BPS2510,INTRO AUX SCIEN BIOPHARM
BCH8103,ADV.TOP.GENE EX-PRO SYNTHESIS
BCH4522,BIO. STRUCTURALE DES PROTÉINES
APA7305,ADVANCED TOPICS
BPS3350,TRANSITION METAL CHEM
BCH8107,ADVANCED TOPICS IN STRUCTURE
API5116,DEM. GOVERNMENT & PUB. POLICY.
BCH4932,SÉM. BIOCHIMIE / BIOCHEM. SEM.
BPS3551,LABORATOIRE DE BIO MOLÉCULAIRE
BIL5101,ISSUES IN BILINGUALISM STUDIES
BIL5502,MÉTHODOL RECH ÉTUD BILINGUISME
BCH8310,CURRENT TOPIC RNA MOLEC. BIO.
BPS4104,Bioinformatics Laboratory
BIO1109,PRINCIPLES OF BIOLOGY
BPS4125,MEDICINAL CHEMISTRY
BIL5104,TRENDS AND ISSUES IN RESEARCH
BPS4131,ADVANCED BIOPHARMACEUTICAL SCI
BIL5503,ÉVAL COMPÉTENCE LANGUE SECONDE
BPS4526,LAB CHIMIE MÉD. & SYNTHÈSE ORG
CDN2105,HISTORY OF JEWS IN CAN
CDN3520,FRANCOPHONIES CANADIENNES
CEG2536,ARCHITECTURE DES ORDINATEURS I
API5525,POLITIQUE MACROÉCONOMIQUE
BIO1300,THE HUMAN ANIMAL
BIO1130,INTRODUCT. TO ORGANISM. BIOLO
CEG3156,COMPUTER SYSTEMS DESIGN
API5526,MICROÉCON. POUR POLIT. PUBL.
API6319,SPECIAL TOPICS PUBLIC POLICY
BIO1509,PRINCIPES DE BIOLOGIE
CEG3556,CONC. AVANCEE DES SYST. INF.
CEG4166,REAL-TIME SYSTEMS DESIGN
API6399,CAPSTONE SEMINAR
BIO2129,ECOLOGY
BIO1530,INTROD. À LA BIOLO. DES ORGAN.
CEG4566,CONCEPT.DE SYST.EN TEMPS RÉEL
ARB1911,COURS ÉLÉ ARABE/ELEM ARABIC I
BIO2510,PHYSIOLOGIE ENVIRONNEMENTALE
ARB2911,COURS INTER ARABE/INT ARABIC I
BIO2535,ANIMAUX: STRUCT. & FONCTIONS
ARB3911,COURS AV ARABE / ADV ARABIC I
CHG1525,PRINC. DE BASE DU GÉNIE CHM.
BIO2133,GENETICS
BIO3115,CONSERVATION BIOLOGY
ART1341,TIME-BASED ART
CHG2712,MÉCANIQUE DES FLUIDES
ART2361,HISTORIES OF ART II
BIO3126,General Microbiology Laborator
ART2914,PEINT. / PAINT. & IMAGE II
CHG3316,TRANSPORT PHENOMENA
ART2923,SCULPTURE TRANSFORMATION
BIO2537,INT.VÉGETAUX BIODIV.A BIOTECH.
BIO3151,MOLECULAR BIOLOGY LABORATORY
CHG3331,APP MATH METHODS TO CHEM ENG
BIO3170,MOLECULAR BIOLOGY
BIO3117,Ecosystem Ecology
CHG3735,CONTRÔLE DES PROCÉDÉS
BIO3305,CELLULAR PHYSIOLOGY
ART2934,PHOTO. 4X5%%LARGE FORMAT PHOTO
CHG4160,TECH. BIOMEDICAL ENGINEERING
ART2951,DESSIN I / DRAWING I
BIO3360,COMP TOOLS FOR BIOLOGICAL SCIE
ART3170,MODERN ART & CRISIS OF REPRES.
BIO3519,GÉNÉTIQUE DES POPULATIONS
CHG4343,Computer-Aided Design in Chemi
BIO3137,EXPERIMENTS ANIMAL PHYSIOLOGY
ART3570,ART MODERNE & CRISE DE REPRÉS.
BIO3546,ECOPHYSIOL DES PLANTES
BIO3152,CELL BIOLOGY LABORATORY
ART3581,STRATÉGIES ART. DE LA POSTMOD.
BIO3554,ÉCOLOGIE POPULATION&COMMUNAUT;É
ART3926,SCULPTURE CONTEXT. I
CHG4361,SELECTED TOPICS III
BIO3702,PHYSIOLOGIE ANIMALE II
ART3945,IMAGE MÉDIA/IMAGE MEDIA
CHG8161,CHEM REACTION ENGINEERING I
ART4936,ATELIER PHOTO. MEDIA STUDIO
BIO3760,OUTILS INFORMATIQUES BIO
BIO3176,ANIMAL BEHAVIOUR
CHM1301,PRINCIPLES OF CHEMISTRY
ART4988,ATELIER INT./ INT. STUDIO PRAC
BIO4111,PLANT-ANIMAL INTERACTIONS
ART5971,ART & THÉOR. CULT/CULT THEORY
CHM1701,PRINCIPES DE CHIMIE
BIO3333,ENTOMOLOGY
BIO4134,SPECIAL TOPICS IN BIOLOGY
ART6965,PRAT. AVANCÉE II / ADVANCED II
CHM1721,CHIMIE ORGANIQUE I
BIO3503,BIOLOGIE DE TERRAIN
BIO4159,EVOLUTIONARY ECOLOGY
ASI3111,EAST ASIAN CINEMAS
CHM2132,PHYSICAL CHEM LIFE SCIENCES
BIO3524,MICROBIOLOGIE GÉNÉRALE
BIO4351,NEURAL BASIS ANI. BEHAVIOUR
BIO3551,LABO. DE BIOLOGIE MOLÉCULAIRE
CHM2520,CHIMIE ORGANIQUE II
BCH3125,PROTEIN STRUCTURE AND FUNCTION
BIO4546,ÉCOTOXICOLOGIE
BCH3356,MOLECULAR BIOLOGY LABORATORY
CHM2711,Introduction à la structure et
